label,mean
1,0.49394666666666665
2,0.4905033333333333
3,1.2820566666666666
4,0.5589166666666666
5,1.31245
6,1.8122433333333334
7,0.74611
8,0.9370033333333333
9,0.8902033333333333
10,0.5566966666666667
11,0.66856
12,1.0713866666666667
13,0.9993666666666667
14,0.4040833333333333
15,0.5139566666666666
16,0.97548
17,1.0567966666666666
18,1.5076933333333333
19,0.87109
20,0.7614500000000001
21,1.5308599999999999
22,0.97454
23,0.66125
24,0.7781633333333333
25,0.97623
NA,0.9715353333333333
