label,mean_wc,mean_ts,mean_co2
1,0.34335666666666664,15.105556666666667,0.49394666666666665
2,0.3174766666666667,17.022223333333333,0.4905033333333333
3,0.18946666666666667,16.55777666666667,1.2820566666666666
4,0.27412333333333333,17.5,0.5589166666666666
5,0.35614,18.75,1.31245
6,0.3253566666666667,18.34,1.8122433333333334
7,0.26979,17.785,0.74611
8,0.36146666666666666,18.922223333333335,0.9370033333333333
9,0.21721666666666667,17.25611,0.8902033333333333
10,0.29658666666666667,17.95,0.5566966666666667
11,0.3546566666666667,17.09889,0.66856
12,0.37518666666666667,15.583333333333332,1.0713866666666667
13,0.32923,15.536113333333333,0.9993666666666667
14,0.11225,8.869443333333333,0.4040833333333333
15,0.28593,15.034446666666668,0.5139566666666666
16,0.29742,16.750556666666668,0.97548
17,0.25021,16.362223333333333,1.0567966666666666
18,0.3539833333333333,17.509443333333333,1.5076933333333333
19,0.23989,16.73055666666667,0.87109
20,0.39182666666666666,17.142776666666666,0.7614500000000001
21,0.35769333333333336,17.51,1.5308599999999999
22,0.378,17.587776666666667,0.97454
23,0.34413333333333335,16.834443333333333,0.66125
24,0.31928333333333336,16.194446666666668,0.7781633333333333
25,0.31883333333333336,17.13889,0.97623
NA,0.331808,16.996222,0.9715353333333333
